dimension,bucket,count,actual_eta_mean,baseline_mae,baseline_mape,model,mae,mape,bias,p50_abs_error,p90_abs_error,mae_improvement_vs_baseline
destination_h3,89415cb4cd7ffff,597,1734.0502512562814,430.4807370184255,0.30882307845953977,residual,142.14724311751738,0.14182563186337577,-0.3279365710976535,113.93991088867188,288.1538940429687,288.33349390090814
destination_h3,89415cb46afffff,587,2603.7700170357753,442.1533219761499,0.17032814232006618,residual,149.0212897176123,0.07272948017398974,-0.6033303252368962,117.9464111328125,326.76433105468743,293.1320322585376
destination_h3,89415cb4b0fffff,585,1528.6871794871795,450.3247863247863,0.36373363528906344,residual,129.66663175709226,0.15052404899775704,-5.041579926083995,104.189208984375,283.03875732421875,320.65815456769406
destination_h3,89415cb4ba3ffff,583,1466.0634648370497,437.32761578044597,0.41246363872475916,residual,135.27050359815513,0.18376727267352164,4.475989961194747,109.33300018310547,285.06147460937507,302.05711218229084
destination_h3,89415cb4e3bffff,581,1518.1462994836488,439.03442340791736,0.37757353840649,residual,138.23155844534415,0.17579424456037998,-4.093658507944256,116.62896728515625,283.21722412109375,300.8028649625732
destination_h3,89415cb4987ffff,579,1522.2469775474956,447.2538860103627,0.4030275825726996,residual,135.8643093545067,0.1821442769870328,-4.188367680484021,110.66412353515625,278.14462890625003,311.389576655856
destination_h3,89415cb4d5bffff,575,1494.3165217391304,445.93565217391307,0.3508964712045027,residual,137.22319274339014,0.15873552180626016,3.8045903741957052,104.80307006835938,294.1751342773438,308.7124594305229
destination_h3,8941436945bffff,539,1742.0445269016698,456.46938775510205,0.35133966716214987,residual,139.0217064531703,0.15572184230794336,2.324253639949275,114.86285400390625,274.1181152343749,317.44768130193177
distance,005-010km,5213,1557.0230193746404,439.0308843276424,0.28358127507030606,residual,139.99911864710097,0.1280545316269164,0.69962789845697,113.96368408203125,288.48187255859375,299.0317656805414
distance,010-015km,4024,2290.3777335984096,440.9570079522863,0.179242506555419,residual,139.64259356501415,0.07438298309502703,2.199233809696644,115.27914428710938,285.70176391601564,301.3144143872721
distance,002-005km,3511,966.2808316718883,443.40956992309884,0.5712358670213814,residual,141.07910895930368,0.26462922249387266,-1.0711232564088178,113.27668190002441,305.864501953125,302.3304609637952
distance,015-025km,2309,3200.043308791685,459.53529666522303,0.13063181437565938,residual,142.68716683615952,0.05009774915804942,1.9604022575130113,113.921875,305.1166503906251,316.8481298290635
distance,001-002km,700,659.3057142857143,456.18285714285713,0.68899680668691,residual,126.51774622389249,0.31315164276271623,-11.911773059538433,90.5932846069336,294.4578491210938,329.6651109189646
distance,025km+,169,4178.852071005917,414.61538461538464,0.09074100217324284,residual,128.42856476151732,0.03417069459495512,11.964471252712272,107.0010666847229,262.03703002929694,286.1868198538673
distance,000-001km,74,621.472972972973,484.6756756756757,0.7576465829688023,residual,107.33415083305256,0.248274639927126,-10.701102163340595,76.32894039154053,234.5102722167969,377.34152484262313
duration,020-030m,3302,1478.2383403997578,384.54663840096913,0.2597662810546554,residual,132.14015139409508,0.08997359782487004,2.6668206875329257,112.80304861068726,271.8754028320313,252.40648700687404
duration,040-060m,2252,2908.5621669627,739.6882770870337,0.25612928151064474,residual,178.18546422951744,0.061761845296489516,-17.815086500375113,150.38348388671875,362.05393066406253,561.5028128575163
duration,030-040m,2098,2070.0891325071498,551.8365109628218,0.2665723669788806,residual,150.45009348759902,0.07303405549648531,-9.997704500758628,124.49166941642761,319.3289520263672,401.38641747522274
duration,015-020m,1926,1046.0898234683282,267.76427829698855,0.2560569751528919,residual,116.03641095715706,0.11142255921436552,6.460568156468596,101.41554641723633,237.4738883972168,151.7278673398315
duration,010-015m,1869,754.1503477795612,187.31728196896736,0.24929239851313767,residual,105.86988156018982,0.1410022948239105,11.91426444605567,92.44098567962646,214.51723480224612,81.44740040877754
duration,060m+,1816,5057.719162995595,988.8832599118942,0.2015640938131463,residual,215.19490917289573,0.04360443389010863,-36.10050058095728,182.5665283203125,455.23748779296875,773.6883507389985
duration,005-010m,1690,457.6213017751479,125.65029585798817,0.27958919728157355,residual,107.10756307947257,0.24243338471567083,23.984527077609616,97.02317690849304,202.5097412109375,18.5427327785156
duration,000-005m,1047,164.02674307545368,132.70869149952244,1.2120900385402031,residual,84.36751143257342,0.6672115250800038,46.56863972319979,75.58703231811523,167.03301525115967,48.34118006694902
origin_h3,89414369647ffff,1230,1693.6723577235773,434.5560975609756,0.3276788042454951,residual,137.07593318966286,0.15427590790276893,-2.2288548924574036,114.87592315673828,283.62274475097655,297.48016437131275
origin_h3,89415ca7123ffff,653,3067.6676875957123,456.64318529862175,0.13914444744722088,residual,146.87203629015963,0.05507240589552225,-0.15816130786905974,114.34100341796875,305.2884826660157,309.7711490084621
origin_h3,89415ca640bffff,648,1704.2083333333333,433.5740740740741,0.3038025344866048,residual,140.670055910508,0.13752389226625142,6.451959507171939,112.56402921676636,285.2933288574219,292.9040181635661
origin_h3,89415cb4ba3ffff,644,1423.4549689440994,436.42857142857144,0.4305301712039874,residual,134.8776666732152,0.18291728446657526,0.18454951052814259,104.9604663848877,288.2221069335938,301.5509047553562
origin_h3,89415cb4a47ffff,642,1649.0,448.809968847352,0.3225685511484285,residual,147.4473099845035,0.13993248771114375,6.3976083166688404,119.72561645507812,309.67548828125,301.36265886284855
origin_h3,89415cb687bffff,637,2243.563579277865,464.9607535321821,0.2322799167261482,residual,145.54784676896955,0.10387872552359478,8.293830949725406,115.77822875976562,306.3983520507812,319.4129067632125
origin_h3,89415cb5db3ffff,636,1624.322327044025,413.3867924528302,0.31568598476178306,residual,139.55761190959834,0.14958166102082537,3.274316046126304,115.86529541015625,304.68585205078125,273.82918054323187
origin_h3,894143682c3ffff,632,2628.0015822784812,465.1487341772152,0.20422970921485714,residual,146.36723527845137,0.07788229968253582,10.543273878955766,121.45925521850586,322.15686645507805,318.78149889876386
origin_h3,89415cb4d5bffff,632,1430.3401898734178,437.74050632911394,0.37139364346884557,residual,136.17022710181243,0.1644077675899564,3.211882019430234,112.68556362390518,287.2226867675781,301.5702792273015
origin_h3,89415cb4cd7ffff,622,1652.218649517685,437.1623794212219,0.3343567172904161,residual,141.07212745616292,0.1467112925775787,-2.661608017909182,107.53751564025879,312.5621429443359,296.090251965059
origin_h3,89415cb4987ffff,620,1487.4806451612903,417.13548387096773,0.3468219862091658,residual,141.41868303238203,0.16505116823030377,-1.9602857351032716,116.84710693359375,288.9886108398438,275.7168008385857
origin_h3,89415cb4193ffff,618,1949.3300970873786,425.50970873786406,0.26575258838058896,residual,137.05273463748227,0.12470014741681719,-2.470018824182668,110.55367755889893,293.6716690063477,288.4569741003818
origin_h3,89415cb4b0fffff,618,1555.482200647249,476.9595469255663,0.38305937987178196,residual,146.29148171072927,0.17655127794342715,-13.002158056402092,123.2957763671875,304.54851074218755,330.66806521483704
origin_h3,89415cb4b97ffff,615,1494.7837398373983,453.0032520325203,0.42424301638661965,residual,131.68111116287366,0.18567450071880454,0.49102597115788515,109.22101593017578,271.9481567382812,321.32214086964666
origin_h3,89415cb4d47ffff,614,1447.9543973941368,441.24918566775244,0.4043839211674628,residual,136.47302096834898,0.17676023634422722,19.708735047924524,111.11630153656006,291.1910461425782,304.77616469940347
origin_h3,89415cb49afffff,611,1674.7152209492635,456.38461538461536,0.3542162521522379,residual,140.38781709087718,0.16155144450799291,2.119261144729005,112.6204833984375,301.7274475097656,315.99679829373815
origin_h3,89414369617ffff,607,1578.0510708401978,440.2092257001647,0.3750865159350052,residual,133.32693195548921,0.16371250967825013,-8.251647549609253,106.1109619140625,290.9247253417969,306.8822937446755
origin_h3,89415cb4e3bffff,607,1521.329489291598,422.74299835255357,0.3506048240535909,residual,132.94242424708432,0.16634786530380702,-10.924919678996849,112.46365451812744,267.65761718749997,289.80057410546925
origin_h3,89414368657ffff,603,2504.7893864013267,437.49917081260367,0.1949301499887979,residual,135.13569000526448,0.07626013553112942,11.889237542650593,104.96394538879395,284.32366943359386,302.3634808073392
origin_h3,89415cb4e43ffff,602,1831.8504983388705,469.86710963455147,0.2958827010098458,residual,141.66919727213187,0.12913554699595634,-8.197745537001676,114.10877227783203,309.49495239257794,328.19791236241963
origin_h3,89415cb4bc3ffff,597,1388.0167504187605,472.68006700167507,0.45989275873538493,residual,149.6764050671734,0.21181640699796478,-5.815980558041827,122.38370990753174,316.85590820312495,323.0036619345017
origin_h3,89415cb46afffff,587,2634.175468483816,426.54684838160136,0.16444240606205962,residual,132.53023503387897,0.06835002693293805,5.38166457427637,110.60891723632812,266.7562438964843,294.0166133477224
origin_h3,89415cb684bffff,576,2149.1701388888887,426.9114583333333,0.2542161673367064,residual,130.39288390683942,0.10533504779455845,-2.157822667181285,109.15973842144012,263.8748779296875,296.5185744264939
origin_h3,8941436945bffff,575,1667.984347826087,462.25217391304346,0.3696224881879345,residual,138.48877878670135,0.1630511540666356,-12.236117661397742,108.96763610839844,302.2603027343751,323.7633951263421
origin_h3,89415cb5dc7ffff,574,1953.6794425087107,456.9059233449477,0.27363751575619377,residual,150.07220236217208,0.12515794478384734,2.2055285532507747,123.57486724853516,304.9659881591797,306.8337209827756
rush_hour,non_rush_hour,9894,1318.5994542146755,234.56347281180513,0.29898028726646886,residual,109.74597540374432,0.1687829529634264,-0.6682598023856676,96.41555786132812,214.90208816528323,124.8174974080608
rush_hour,rush_hour,6106,2666.5999017359973,783.7291188994432,0.3443181953487296,residual,188.16140159059657,0.09581871673474326,2.090790627083152,158.32015991210938,384.589599609375,595.5677173088466
time_of_day,evening_peak,4590,2400.5581699346403,685.5668845315904,0.33779021482716454,residual,174.26429567226535,0.11061683776341763,0.7374620958476902,143.30380249023438,368.146875,511.30258885932506
time_of_day,midday,4469,1376.249720295368,244.78608189751623,0.292982625298574,residual,111.37600602073819,0.16319699898997123,-0.9964935411014535,97.94570922851562,217.2378723144531,133.41007587677802
time_of_day,morning_peak,4146,2120.6772793053547,547.5684997588037,0.3150944102763817,residual,155.81376506186064,0.12350835052386062,2.765949772590447,125.52237048745155,338.6308898925781,391.75473469694305
time_of_day,late_evening,2174,1254.39374425023,219.21205151793927,0.3105077932425044,residual,105.48111988232397,0.1758378820493815,-1.9553667557234735,93.67137026786804,205.54695434570314,113.7309316356153
time_of_day,night,621,1030.7246376811595,191.19806763285024,0.35313374715409007,residual,99.52960731691701,0.1990527702655935,0.010182398051959305,81.39260864257812,201.2119903564453,91.66846031593323
weekend,weekday,13440,1844.1911458333334,446.36145833333336,0.31368323710151313,residual,139.11063538384042,0.1379710078098107,-0.6695378199211388,112.83187103271484,294.33591308593753,307.25082294949294
weekend,weekend,2560,1774.434765625,432.469921875,0.3299277954568158,residual,142.6145543742241,0.15651456095258887,5.9192161655882956,115.28707885742188,293.6044677734375,289.8553675007759
